time,queen,threads,solutions,seconds,microseconds,cpu_temp,gpu_temp
1525631786, 12, 4, 14200, 55, 314979
1525631840, 12, 4, 14200, 53, 620756
1525631898, 12, 4, 14200, 57, 711838
1525631958, 12, 4, 14200, 59, 512748
1525632018, 12, 4, 14200, 60, 588397
1525632078, 12, 4, 14200, 59, 350225
1525632138, 12, 4, 14200, 60, 565968
1525632199, 12, 4, 14200, 60, 352607
1525632260, 12, 4, 14200, 60, 773020
1525632321, 12, 4, 14200, 60, 942537
1525632381, 12, 4, 14200, 60, 257163
1525632442, 12, 4, 14200, 61, 10074
1525632504, 12, 4, 14200, 61, 744652
1525632565, 12, 4, 14200, 61, 322346
1525632627, 12, 4, 14200, 61, 486830
1525632689, 12, 4, 14200, 61, 942277
1525632751, 12, 4, 14200, 61, 815982
1525632812, 12, 4, 14200, 60, 990858
1525632873, 12, 4, 14200, 61, 183322
1525632935, 12, 4, 14200, 61, 994124
1525632997, 12, 4, 14200, 61, 731967
1525633058, 12, 4, 14200, 61, 106561
1525633119, 12, 4, 14200, 61, 206197
1525633181, 12, 4, 14200, 61, 130719
1525633243, 12, 4, 14200, 62, 97451
1525633305, 12, 4, 14200, 62, 634121
1525633367, 12, 4, 14200, 61, 506268
1525633429, 12, 4, 14200, 61, 725495
1525633490, 12, 4, 14200, 61, 226765
1525633552, 12, 4, 14200, 61, 820746
1525633614, 12, 4, 14200, 61, 456165
1525633675, 12, 4, 14200, 61, 451173
1525633738, 12, 4, 14200, 62, 666305
1525633799, 12, 4, 14200, 61, 227584
1525633861, 12, 4, 14200, 61, 386632
1525633923, 12, 4, 14200, 62, 93904
1525633984, 12, 4, 14200, 61, 614321
1525634047, 12, 4, 14200, 62, 182564
1525634109, 12, 4, 14200, 62, 364517
1525634172, 12, 4, 14200, 62, 404749
1525634234, 12, 4, 14200, 62, 170166
1525634296, 12, 4, 14200, 62, 125284
1525634357, 12, 4, 14200, 61, 343014
1525634419, 12, 4, 14200, 61, 626154
1525634481, 12, 4, 14200, 61, 862575
1525634543, 12, 4, 14200, 61, 983688
1525634606, 12, 4, 14200, 62, 325191
1525634668, 12, 4, 14200, 62, 388831
1525634730, 12, 4, 14200, 61, 951487
1525634793, 12, 4, 14200, 63, 175479
1525634856, 12, 4, 14200, 62, 182624
1525634917, 12, 4, 14200, 61, 863411
1525634980, 12, 4, 14200, 62, 317249
1525635042, 12, 4, 14200, 62, 312592
1525635104, 12, 4, 14200, 61, 920400
1525635167, 12, 4, 14200, 62, 452824
1525635229, 12, 4, 14200, 62, 372271
1525635292, 12, 4, 14200, 62, 479290
1525635354, 12, 4, 14200, 62, 363563
1525635417, 12, 4, 14200, 62, 464451
1525635479, 12, 4, 14200, 62, 445409
1525635542, 12, 4, 14200, 62, 542735
1525635604, 12, 4, 14200, 61, 761967
1525635666, 12, 4, 14200, 62, 69403
1525635728, 12, 4, 14200, 61, 683150
1525635791, 12, 4, 14200, 63, 310427
1525635853, 12, 4, 14200, 61, 702077
1525635915, 12, 4, 14200, 61, 764678
1525635977, 12, 4, 14200, 61, 862128
1525636039, 12, 4, 14200, 62, 528052
1525636102, 12, 4, 14200, 62, 456417
1525636165, 12, 4, 14200, 62, 946682
1525636228, 12, 4, 14200, 62, 673592
1525636290, 12, 4, 14200, 62, 240689
1525636352, 12, 4, 14200, 61, 687752
1525636414, 12, 4, 14200, 62, 149875
1525636476, 12, 4, 14200, 61, 814832
1525636538, 12, 4, 14200, 61, 867659
1525636601, 12, 4, 14200, 62, 907011
1525636662, 12, 4, 14200, 61, 810799
1525636725, 12, 4, 14200, 62, 679794
1525636788, 12, 4, 14200, 62, 861790
1525636851, 12, 4, 14200, 62, 343902
1525636913, 12, 4, 14200, 62, 730368
1525636976, 12, 4, 14200, 62, 436751
1525637038, 12, 4, 14200, 61, 695753
1525637099, 12, 4, 14200, 61, 638971
1525637163, 12, 4, 14200, 62, 960411
1525637225, 12, 4, 14200, 62, 386073
1525637288, 12, 4, 14200, 62, 636620
1525637349, 12, 4, 14200, 61, 631261
1525637413, 12, 4, 14200, 63, 274862
1525637476, 12, 4, 14200, 62, 878454
1525637538, 12, 4, 14200, 62, 460396
1525637600, 12, 4, 14200, 61, 752903
1525637663, 12, 4, 14200, 62, 473099
1525637724, 12, 4, 14200, 61, 554291
1525637786, 12, 4, 14200, 61, 712206
1525637848, 12, 4, 14200, 62, 302426
1525637911, 12, 4, 14200, 62, 530128
